id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,description_tokens,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,airflow,alteryx,apl,asp.net,assembly,atlassian,aurora,aws,azure,bash,bigquery,bitbucket,c,c++,c/c++,cobol,cognos,crystal,css,dart,dax,docker,dplyr,excel,fortran,gcp,gdpr,ggplot2,git,github,gitlab,go,golang,graphql,groovy,hadoop,html,java,javascript,jira,jquery,js,julia,jupyter,keras,linux,linux/unix,looker,matlab,matplotlib,microstrategy,mongo,mongodb,mssql,mysql,no-sql,node,node.js,nosql,nuix,numpy,outlook,pandas,perl,php,pl/sql,plotly,postgres,postgresql,power_bi,powerpoint,powerpoints,powershell,pyspark,python,pytorch,qlik,r,redis,redshift,rshiny,ruby,rust,sap,sas,scala,scikit-learn,seaborn,selenium,sharepoint,shell,snowflake,solidity,spark,splunk,spreadsheet,spss,sql,ssis,ssrs,swift,t-sql,tableau,tensorflow,terminal,tidyr,twilio,typescript,unix,unix/linux,vb.net,vba,visio,visual_basic,vue,vue.js,word
3054,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Mustang, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:11.2,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,RFP writer for Data Analytics Contract,Upwork,Anywhere,via Upwork,"['11 hours ago', '16 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:12.2,[],16 to 75,an hour,45.5,16.0,75.0,45.5,,94640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Park City, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:12.2,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,Customer Analytics Analyst,Upwork,Anywhere,via Upwork,"['6 hours ago', '30 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",6 hours ago,Contractor,True,00:12.2,[],30 to 60,an hour,45.0,30.0,60.0,45.0,,93600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3064,Conversion Analyst For eCommerce Site,Upwork,Anywhere,via Upwork,"['15 minutes ago', '10 to 25 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",15 minutes ago,Contractor,True,00:12.2,[],10 to 25,an hour,17.5,10.0,25.0,17.5,,36400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,Excell Dataset Pivot Table with VBA functionality,Upwork,Anywhere,via Upwork,"['12 hours ago', '10 to 20 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:13.7,"['excel', 'vba']",10 to 20,an hour,15.0,10.0,20.0,15.0,,31200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3077,Security & Data Governance Analyst,"Set Solutions, Inc.",United States,via LinkedIn,"['10 hours ago', '125K to 145K a year', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,False,00:15.0,[],125K to 145K,a year,135000.0,125000.0,145000.0,,135000.0,135000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3080,Data Specialist,TekStream Solutions,Anywhere,via LinkedIn,"['13 hours ago', '140K to 145K a year', 'Work from home', 'Full-time']",13 hours ago,Full-time,True,00:15.0,['azure'],140K to 145K,a year,142500.0,140000.0,145000.0,,142500.0,142500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,Data Analyst (Entry Level),BayOne Solutions,Anywhere,via LinkedIn,"['9 hours ago', '20 to 24 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:23.4,"['sap', 'pl/sql']",20 to 24,an hour,22.0,20.0,24.0,22.0,,45760.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3104,INFORMATION TECHNOLOGY DATA ANALYST,City of Lawrence,"Lawrence, KS",via Indeed,"['10 hours ago', '26.63 to 29.36 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,False,00:23.4,[],26.63 to 29.36,an hour,27.995,26.63,29.36,27.995,,58229.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,Remote Data Analyst - DHS Clearance Required,Redwood Strategy Group,Anywhere,via Indeed,"['14 hours ago', '75K to 85K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",14 hours ago,Full-time,True,00:24.9,"['outlook', 'excel', 'powerpoint', 'word', 'visio', 'sql', 'r', 'tableau', 'python', 'power_bi']",75K to 85K,a year,80000.0,75000.0,85000.0,,80000.0,80000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3116,Data Analyst,Upwork,Anywhere,via Upwork,"['19 hours ago', '20 to 44 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",19 hours ago,Contractor,True,00:25.9,"['power_bi', 'sql', 'cognos', 'tableau']",20 to 44,an hour,32.0,20.0,44.0,32.0,,66560.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,Data Analyst I,Oracle,"Jefferson City, MO",via DirectlyApply,"['16 hours ago', '22.40 to 23.75 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",16 hours ago,Full-time,False,00:28.7,"['go', 'spreadsheet']",22.40 to 23.75,an hour,23.075,22.4,23.75,23.075,,47996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,Associate SIMS Data Analyst,Southwest Airlines,Anywhere,via Indeed,"['4 hours ago', '47,629.56 to 110,711.13 a year', 'Work from home', 'Full-time', 'No degree mentioned']",4 hours ago,Full-time,True,00:28.7,"['tableau', 'word', 'sql', 'alteryx', 'excel', 'r']",47629.56 to 110711.13,a year,79170.345,47629.56,110711.13,,79170.345,79170.345,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3131,Expert Data Analyst/Data Scientist Instructor,Upwork,Anywhere,via Upwork,"['21 hours ago', '38 to 100 an hour', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,00:28.7,"['sql', 'r', 'python']",38 to 100,an hour,69.0,38.0,100.0,69.0,,143520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,Clinical Data Analyst,Rangam,Anywhere,via LinkedIn,"['9 hours ago', '38 an hour', 'Work from home', 'Contractor']",9 hours ago,Contractor,True,00:35.6,"['sas', 'sql', 'r', 'python']",38,an hour,38.0,,,38.0,,79040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Springdale, AR",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:35.6,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",via ZipRecruiter,"['17 hours ago', '21.01 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,False,00:56.2,"['sas', 'spss', 'excel']",21.01,an hour,21.01,,,21.01,,43700.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,Data analyst trainer,Upwork,Anywhere,via Upwork,"['20 hours ago', '10 to 15 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,01:01.6,[],10 to 15,an hour,12.5,10.0,15.0,12.5,,26000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Tulsa, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:12.4,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,Data Analyst Instructor,Upwork,Anywhere,via Upwork,"['9 hours ago', '17 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:12.4,"['sql', 'power_bi', 'tableau']",17 to 30,an hour,23.5,17.0,30.0,23.5,,48880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,Data Analyst Solar Construction,Renewable Energy Systems Limited,United States,via Indeed,"['21 hours ago', '72K to 85K a year', 'Full-time']",21 hours ago,Full-time,False,00:12.4,['power_bi'],72K to 85K,a year,78500.0,72000.0,85000.0,,78500.0,78500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,Senior Data Analyst,Brooksource,Anywhere,via LinkedIn,"['6 hours ago', '65 to 75 an hour', 'Work from home', 'Full-time']",6 hours ago,Full-time,True,00:12.4,"['tableau', 'microstrategy', 'redshift', 'powerpoint', 'sql', 'alteryx', 'excel', 'r', 'ssis', 'python', 'scala']",65 to 75,an hour,70.0,65.0,75.0,70.0,,145600.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,Data and Operations Analyst,Upwork,Anywhere,via Upwork,"['7 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor']",7 hours ago,Contractor,True,00:13.9,['excel'],16 to 45,an hour,30.5,16.0,45.0,30.5,,63440.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,"Senior Analyst, Data and Technology",Children's Integrated Center for Success,Anywhere,via Indeed,"['10 hours ago', '60K to 80K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance']",10 hours ago,Full-time,True,00:13.9,"['tableau', 'bigquery', 'sql']",60K to 80K,a year,70000.0,60000.0,80000.0,,70000.0,70000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Topeka, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:13.9,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Jones, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:15.9,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Midwest City, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:15.9,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,Data Analyst (Market Research),Harnham,United States,via KNWA & FOX24 Jobs,"['11 hours ago', '60 to 80 an hour', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,False,00:15.9,"['spreadsheet', 'power_bi', 'excel', 'sas', 'sql', 'r', 'snowflake', 'tableau']",60 to 80,an hour,70.0,60.0,80.0,70.0,,145600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,Sr. Data Analyst,1872 Consulting,United States,via LinkedIn,"['8 hours ago', '130K to 140K a year', 'Full-time', 'No degree mentioned']",8 hours ago,Full-time,False,00:17.1,"['power_bi', 'sql', 'azure']",130K to 140K,a year,135000.0,130000.0,140000.0,,135000.0,135000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Goddard, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:17.1,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Haysville, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:17.1,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Yukon, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:18.7,"['jira', 'tableau', 'microstrategy', 'sql']",77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,Sports Data Analyst,Pentasia,Anywhere,via LinkedIn,"['8 hours ago', '40K a year', 'Work from home', 'Full-time', 'No degree mentioned']",8 hours ago,Full-time,True,00:18.7,['excel'],40K,a year,40000.0,,,,40000.0,40000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
